Company	Title	Location	Seniority	Role Type	Tech Stack	Remote	Portal	URL
Brex	Senior Software Engineer, Frontend	New York, New York, United States	Senior	Frontend	N/A	No	greenhouse-api	https://www.brex.com/careers/8501052002?gh_jid=8501052002
Brex	Senior Software Engineer, Full Stack	Seattle, Washington, United States	Senior	Fullstack	N/A	No	greenhouse-api	https://www.brex.com/careers/8472633002?gh_jid=8472633002
Brex	Senior Software Engineer, Product 	Seattle, Washington, United States	Senior	Product (PM)	N/A	No	greenhouse-api	https://www.brex.com/careers/8461333002?gh_jid=8461333002
Brex	Senior Software Engineer, Product Data Platform	Vancouver, British Columbia, Canada	Senior	Product (PM)	N/A	No	greenhouse-api	https://www.brex.com/careers/8430196002?gh_jid=8430196002
Brex	Senior Solutions Consultant	San Francisco, California, United States	Senior	Other	N/A	No	greenhouse-api	https://www.brex.com/careers/8536864002?gh_jid=8536864002
Brex	Software Engineer, Forward Deployed Agent Builder	San Francisco, California, United States	Mid	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8523203002?gh_jid=8523203002
Brex	Systems, Senior Manager	Vancouver, British Columbia, Canada	Senior	Other	N/A	No	greenhouse-api	https://www.brex.com/careers/8551701002?gh_jid=8551701002
Mixpanel	Senior Account Executive, Enterprise 	Denver, US (Remote)	Senior	Sales	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/mixpanel/jobs/7728251
Contentful	Manager, Security Engineering (Corporate Systems) 	Orlando, Florida, United States 	Manager	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7847721
Contentful	Senior Solution Architect - Personalization Strategist	New York City, New York, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7627800
HelloFresh	Production Lead	Phoenix, AZ, United States	Lead	Product (PM)	N/A	No	greenhouse-api	https://careers.hellofresh.com/global/en/job/7913827?gh_jid=7913827
HelloFresh	Sanitation Lead	Aurora, IL, United States	Lead	Other	N/A	No	greenhouse-api	https://careers.hellofresh.com/global/en/job/7905690?gh_jid=7905690
Brex	Engineering Manager, GTM Engineering 	Seattle, Washington, United States	Manager	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8367552002?gh_jid=8367552002
Brex	Engineering Manager, Onboarding	San Francisco, California, United States	Manager	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8461600002?gh_jid=8461600002
Brex	Senior Engineering Manager, Acquisition	Seattle, Washington, United States	Senior	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8536939002?gh_jid=8536939002
Brex	Senior GRC Lead	San Francisco, California, United States	Senior	Other	N/A	No	greenhouse-api	https://www.brex.com/careers/8378792002?gh_jid=8378792002
Brex	Senior Security Operations Engineer 	Vancouver, British Columbia, Canada	Senior	Operations	N/A	No	greenhouse-api	https://www.brex.com/careers/8339287002?gh_jid=8339287002
Brex	Senior Software Engineer, Frontend	San Francisco, California, United States	Senior	Frontend	N/A	No	greenhouse-api	https://www.brex.com/careers/8501051002?gh_jid=8501051002
Brex	Senior Software Engineer, Full Stack	San Francisco, California, United States	Senior	Fullstack	N/A	No	greenhouse-api	https://www.brex.com/careers/8472635002?gh_jid=8472635002
Brex	Senior Solutions Consultant	Seattle, Washington, United States	Senior	Other	N/A	No	greenhouse-api	https://www.brex.com/careers/8536897002?gh_jid=8536897002
Brex	Software Engineer, Forward Deployed Agent Builder	Vancouver, British Columbia, Canada	Mid	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8523430002?gh_jid=8523430002
Brex	Systems, Senior Manager	New York, New York, United States	Senior	Other	N/A	No	greenhouse-api	https://www.brex.com/careers/8551693002?gh_jid=8551693002
Mixpanel	Senior Account Executive, Enterprise 	Atlanta, US (Remote)	Senior	Sales	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/mixpanel/jobs/7728249
Contentful	Senior Solution Architect - Personalization Strategist	Denver, Colorado, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7627774
PlanetScale	Software Engineer - PlanetScale Postgres	San Francisco Bay Area or Remote	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/planetscale/jobs/4251150009
Mixpanel	Senior Account Executive, Enterprise 	Boston, US (Remote)	Senior	Sales	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/mixpanel/jobs/7728248
Contentful	Senior Solution Architect - Personalization Strategist	San Francisco, California, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7390113
HelloFresh	[US-DC] Senior Regional Director, Operations	Irving, TX, United States; Newark, NJ, United States; Phoenix, AZ, United States	Senior	Operations	N/A	No	greenhouse-api	https://careers.hellofresh.com/global/en/job/7953950?gh_jid=7953950
Mixpanel	Senior Account Executive, Enterprise 	New York City, US (Remote)	Senior	Sales	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/mixpanel/jobs/7722941
Contentful	Senior Solution Architect - Personalization Strategist	Philadelphia, Pennsylvania, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7630159
Resend	Developer Experience Engineer 	United States / Remote / Full-time	Mid	Engineering	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/resend/06bd9cb2-d189-41b6-baf7-42bd5da9610f
WorkOS	Developer Experience Engineer	United States & Canada	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/b6c03b24-b4ee-4ee3-ac62-5e5718c502d4
Contentful	Senior Solution Architect - Personalization Strategist	Raleigh, North Carolina, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7630153
Nubank	Lead IT Engineer - Productivity Systems	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo	Lead	Product (PM)	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7890168
Nubank	Lead Mobile Software Engineer	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo	Lead	Mobile	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7863752
Nubank	Lead Security Engineer (GRC)	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo	Lead	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7740174
Nubank	Lead/Staff Data Scientist 	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo	Lead	Data	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7615916
Nubank	Principal Software Engineer - Credit Card Core Platforms	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo; USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC	Principal	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7768567
Nubank	Senior IT Engineer – Global Offices Network	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo	Senior	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7740202
Nubank	Senior Mobile Software Engineer	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo	Senior	Mobile	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7167683
Nubank	Senior Software Engineer	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo	Senior	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/6968954
Nubank	Senior Staff / Principal Engineer - Digital Ecosystem	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo; USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC	Senior	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7376992
Nubank	Senior Staff Software Engineer - Debt Resolution	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo; Canada, Toronto; USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC	Senior	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7696539
Nubank	Senior Staff Software Engineer | Investments	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo	Senior	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7682141
Nubank	Staff IT Engineer - Service Management	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo	Staff	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7767668
Nubank	Staff Software Engineer	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo	Staff	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/6973841
Nubank	Staff Software Engineer | Credit Cards	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo; Canada, Toronto; USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC	Staff	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7742784
Nubank	Staff Software Engineer - Mobile Platform	Brazil, Belo Horizonte; Brazil, Campinas; Brazil, Rio de Janeiro; Brazil, Sao Paulo	Staff	Mobile	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7241686
Brex	Data Engineer	São Paulo, São Paulo, Brazil	Mid	Data	N/A	No	greenhouse-api	https://www.brex.com/careers/8523806002?gh_jid=8523806002
Brex	Senior Software Engineer, Full Stack	São Paulo, São Paulo, Brazil	Senior	Fullstack	N/A	No	greenhouse-api	https://www.brex.com/careers/8477314002?gh_jid=8477314002
Brex	Senior Software Engineer, Release Infra 	São Paulo, São Paulo, Brazil	Senior	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8522011002?gh_jid=8522011002
Brex	Software Engineer, Forward Deployed Agent Builder	São Paulo, São Paulo, Brazil	Mid	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8523435002?gh_jid=8523435002
Brex	Software Engineer II, Cloud Infrastructure	São Paulo, São Paulo, Brazil	Mid	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8558051002?gh_jid=8558051002
Brex	Software Engineer II, Credit Limit Engineering	São Paulo, São Paulo, Brazil	Mid	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8545586002?gh_jid=8545586002
Brex	Software Engineer II, Frontend	São Paulo, São Paulo, Brazil	Mid	Frontend	N/A	No	greenhouse-api	https://www.brex.com/careers/8310523002?gh_jid=8310523002
Brex	Software Engineer II, Product 	São Paulo, São Paulo, Brazil	Mid	Product (PM)	N/A	No	greenhouse-api	https://www.brex.com/careers/8524941002?gh_jid=8524941002
Contentful	Senior Solution Architect - Personalization Strategist	Charlotte, North Carolina, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7630156
Contentful	Senior Solution Architect - Personalization Strategist	Atlanta, Georgia, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7630151
Contentful	Senior Solution Architect - Personalization Strategist	Los Angeles, California, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7630095
Contentful	Senior Solution Architect - Personalization Strategist	Austin, Texas, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7630143
Vercel	Account Executive, Majors	Hybrid - London	Executive	Sales	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5999792004
Vercel	Account Executive- Startups, Greenfield	Hybrid - San Francisco, New York City, Austin	Executive	Sales	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5624231004
Vercel	Account Executive-Startups, Greenfield (EMEA)	Hybrid - London	Executive	Sales	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5752956004
Vercel	Account Executive- Startups, Install Base	Hybrid - San Francisco, New York City, Austin	Executive	Sales	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5789770004
Vercel	Commercial Counsel, EMEA	Hybrid - London	Mid	Legal	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5846178004
Vercel	Corporate Events Manager 	Hybrid - San Francisco, New York City	Manager	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5980496004
Vercel	Customer Success Manager	Hybrid - San Francisco, New York City, Austin	Manager	Support	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5968713004
Vercel	Customer Success Manager, EMEA	Hybrid - London	Manager	Support	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5968725004
Vercel	Developer Success Engineer	Hybrid - San Francisco	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5989803004
Vercel	Developer Success Engineer 	Remote - United Kingdom, Germany	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5530586004
Vercel	Director, Commercial Sales, EMEA	Hybrid - London	Director	Sales	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5974107004
Vercel	Director, Sales Development 	Hybrid - London	Director	Sales	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5972804004
Vercel	Engineering Manager, CDN	Hybrid - San Francisco	Manager	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5701765004
Vercel	Enterprise Account Executive	Hybrid - San Francisco, New York City, Austin	Executive	Sales	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5042174004
Vercel	FMM, Startups (EMEA)	Hybrid - London	Mid	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5980244004
Vercel	Forward-Deployed Engineer	Hybrid - London, Berlin	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5778418004
Vercel	Forward-Deployed Engineer 	Hybrid - San Francisco, New York City, Austin	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5752684004
Vercel	FP&A Manager, R&D & G&A	Hybrid - San Francisco	Manager	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5833515004
Vercel	Global Benefits Lead	Hybrid - San Francisco, New York City	Lead	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5830604004
Vercel	GTM Engineer 	Hybrid - San Francisco, New York City, Austin	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5777645004
Vercel	Head of Developer Community	Hybrid - San Francisco, New York City, Austin	Head	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5832366004
Vercel	Head of Field Engineering Operations	Hybrid - San Francisco	Head	Operations	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5979111004
Vercel	Head of Northern Europe, Enterprise / Majors 	Hybrid - London	Head	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5972861004
Vercel	Head of Product Marketing 	Hybrid - San Francisco, New York City	Head	Product (PM)	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5199830004
Vercel	Head of Southern Europe, Enterprise / Majors	Hybrid - London	Head	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5974111004
Vercel	IT Ops Engineer	Hybrid - San Francisco	Mid	Operations	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5993726004
Vercel	 Majors Account Executive, Berlin	Hybrid - Berlin	Executive	Sales	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5848322004
Vercel	Manager, Solutions Architecture	Hybrid - San Francisco, New York City, Austin	Manager	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5806456004
Vercel	Media Engineer, Social	Hybrid - San Francisco, New York City	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5980197004
Vercel	Mobile Engineer	Hybrid - New York City	Mid	Mobile	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5719796004
Vercel	Partner Lead, EMEA	Hybrid - London, Berlin	Lead	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5844601004
Vercel	Partner Manager, Growth	Hybrid - San Francisco, New York City, Austin	Manager	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5832337004
Vercel	Pricing Product Manager	Hybrid - San Francisco	Manager	Product (PM)	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5979660004
Vercel	Recruiting Coordinator (Contract)	Hybrid - San Francisco, New York City	Mid	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5686511004
Vercel	Revenue Manager	Hybrid - San Francisco	Manager	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/6004679004
Vercel	Sales Development Representative, Enterprise, UK&I	Hybrid - London	Mid	Sales	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5557835004
Vercel	Senior Communications Manager 	Hybrid - San Francisco	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5814159004
Vercel	Senior Customer Support Engineer	Remote - United Kingdom, Germany	Senior	Support	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5818258004
Vercel	Senior HRBP - EPD 	Hybrid - San Francisco	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5735397004
Vercel	Senior Legal Counsel, Corporate 	Hybrid - San Francisco, New York City	Senior	Legal	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5843910004
Vercel	Senior Legal Counsel, Product	Hybrid - San Francisco	Senior	Product (PM)	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5691965004
Vercel	Senior Manager, Corporate Accounting	Hybrid - San Francisco	Senior	Finance	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5810285004
Vercel	Senior Manager, Solutions Architect	Remote - Australia	Senior	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5995789004
Vercel	Senior Partner Manager	Hybrid - San Francisco, New York City, Austin	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5825462004
Vercel	Senior Partner Manager, AWS	Hybrid - San Francisco, New York City, Austin	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5825469004
Vercel	Senior Partner Solutions Engineer	Hybrid - San Francisco, New York City, Austin	Senior	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5553789004
Vercel	Senior Product Partnerships Manager	Hybrid - San Francisco, New York City, Austin	Senior	Product (PM)	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5843333004
Vercel	Software Engineer, Agent	Hybrid - San Francisco	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5704320004
Vercel	Software Engineer, AI Gateway	Hybrid - San Francisco, New York City	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5798406004
Vercel	Software Engineer, AI SDK	Hybrid - San Francisco, New York City	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5474915004
Vercel	Software Engineer, CDN	Hybrid - San Francisco, New York City	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5179639004
Vercel	Software Engineer, Dashboard	Hybrid - San Francisco, New York City	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5808568004
Vercel	Software Engineer, Deployment Infrastructure	Hybrid - San Francisco, New York City	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5633880004
Vercel	Software Engineer, Growth	Hybrid - San Francisco, New York City	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5613601004
Vercel	Software Engineer, Next.js	Hybrid - San Francisco	Mid	Engineering	Next.js, JavaScript	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5993753004
Vercel	Software Engineer, Workflows	Hybrid - San Francisco, New York City	Mid	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5798416004
Vercel	Solutions Architect	Remote - United Kingdom, Germany	Mid	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5796302004
Vercel	Solutions Architect 	Hybrid - San Francisco, New York City, Austin	Mid	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5806749004
Vercel	Sr. Engineering Manager, Platform	Hybrid - San Francisco, New York City	Manager	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5461002004
Vercel	Staff Accountant	Hybrid - San Francisco	Staff	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5972966004
Vercel	Startups Program Lead 	Hybrid - San Francisco	Lead	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5971203004
Vercel	Strategic Account Executive	Hybrid - San Francisco, New York City, Austin	Executive	Sales	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5800328004
Vercel	VDR, Majors [APAC]	Remote - Australia	Mid	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5982743004
Vercel	Vercel Development Representative - APAC	Remote - Australia	Mid	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5850263004
Vercel	Vercel Development Representative, Majors	Hybrid - San Francisco, New York City, Austin	Mid	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5039945004
Vercel	Vercel Development Representative, Startups	Hybrid - San Francisco	Mid	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5815357004
Inngest	Developer Content Marketer	US/Remote	Mid	Other	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/inngest/67dddf56-5b29-48e0-81bb-b970f7cb6e1a
Inngest	Brand Designer	US/Remote	Mid	Design	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/inngest/6b27f7b2-2c11-461c-af99-703e8f9dbff2
Supabase	Customer Solution Architect (AMER)	Remote	Mid	Other	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/supabase/d5573afa-636c-4219-832f-386f498243bf
Supabase	Enterprise Account Executive , Bay Area 	Remote	Executive	Sales	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/supabase/69d1b2ec-9d9b-45b0-937a-a8454f66487e
Supabase	Customer Solution Architect (APAC)	APAC	Mid	Other	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/51c3a3a9-7539-47f3-82e7-b95958342e2c
Supabase	Developer Relations Engineer (San Francisco, CA)	Remote	Mid	Engineering	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/supabase/a1320bbf-bfae-49a8-a1b7-12eeccaf39ca
Supabase	Product Marketing Manager	Remote	Manager	Product (PM)	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/supabase/82665e7b-1dac-401d-ac0b-42e3f2485421
Supabase	Associate Partner Development Manager (AMER)	AMER	Manager	Other	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/04b01838-a907-4d43-be4e-956babde6102
Supabase	Field & Events Marketing Manager 	AMER	Manager	Marketing	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/2ab81e46-2e46-4120-938c-429b9f4aa7a7
Supabase	GTM Engineer	AMER	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/f9b0d8ca-16e3-481d-b41e-5453bbc77cc9
Supabase	Customer Reliability Engineer	AMER	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/26ad8432-a03e-40f9-a4cc-05344ceedfa3
Supabase	Infrastructure Engineer - Observability (APAC)	APAC	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/894139b0-cc52-4fe4-b84f-ab6660b517d0
Supabase	Account Executive ,  APAC 	APAC	Executive	Sales	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/4859464f-afab-4409-b295-4f4cbbfc41eb
Supabase	 Account Executive, LATAM	AMER	Executive	Sales	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/d1675ea0-359c-4b4e-a484-42f889e0ccf6
Supabase	Product Manager - Pricing & Billing	Remote	Manager	Product (PM)	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/supabase/47282e37-34dc-401d-a1cd-dbe85fdd1c22
Supabase	Strategic Customer Solutions Architect (AMER)	AMER	Mid	Other	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/a5a5a35a-ff03-4777-bb05-6eaaf5e8a1a6
Supabase	Strategic Customer Solutions Architect (APAC)	APAC	Mid	Other	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/dc8187e4-c799-48a9-a408-ad8393eec39f
Supabase	Strategic Customer Solutions Architect (EMEA)	Europe	Mid	Other	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/64085bde-a5c2-4198-a2e1-d76f5a78f56f
Supabase	Product Manager - Security & Trust (EMEA/AMER)	AMER	Manager	Product (PM)	Rust	No	ashby-api	https://jobs.ashbyhq.com/supabase/b8010a28-109c-46a9-b8b7-c7f9b24077fa
Supabase	Sales Lead (AMER)	USA	Lead	Sales	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/39ddcc6f-e366-47aa-9755-d0af7a1036bc
Supabase	Social Media Manager 	Remote	Manager	Other	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/supabase/d7a5b422-8c57-400d-9eac-059d5dbe4632
Supabase	Product & Privacy Counsel 	Remote	Mid	Product (PM)	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/supabase/7c5a2a51-f1ed-48cd-be50-7ff4b8192ce4
Supabase	Platform Evangelist - AWS 	AMER	Mid	Other	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/85606cff-df9a-462e-a6b9-5c7d0892eaa8
Supabase	People Business Partner 	Remote	Mid	Other	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/supabase/e84502e7-9dab-437a-af38-9da03542fab7
Supabase	OrioleDB Developer (AMER)	AMER	Mid	Other	N/A	No	ashby-api	https://jobs.ashbyhq.com/supabase/621516b5-4d8f-4ee9-8287-2da12e63d023
PlanetScale	Developer Educator	San Francisco and/or US Remote	Mid	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/planetscale/jobs/4021848009
PlanetScale	Solutions Engineer	Remote - EMEA, Remote - NA	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/planetscale/jobs/4052805009
Resend	Account Executive	Americas / Remote / Full-time	Executive	Sales	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/resend/78e3376d-46b3-4c24-9553-76eb85c0e73d
Resend	Data Analyst, Trust & Safety	Americas / Remote / Full-time	Mid	Data	Rust	Yes	ashby-api	https://jobs.ashbyhq.com/resend/7c0abe7b-04a4-4876-9803-7c07acc869d1
