Count	Title
1	Director, Product Management (f/m/d)
1	Field Enablement Program Manager
1	Full Stack Engineer - Analytics (f/m/d)
1	Fullstack Software Engineer (f/m/d)
1	Manager, Customer Success, Scale EMEA (f/m/d)
1	Mid Market Account Executive
1	Mid Market Account Executive - DACH (f/m/d)
1	Mid Market Account Executive DACH (f/m/d)
1	Mid Market Account Executive - UKI (f/m/d)
1	Optimization Strategist (f/m/d)
1	Senior Backend Engineer - AI Platform (f/m/d)
1	Senior Customer Success Manager (f/m/d)
1	Senior Platform Engineer (f/m/d)
1	Senior Product Manager (f/m/d)
1	Senior Product Operations Manager (f/m/d)
1	Senior Security Analyst (f/m/d)
1	Senior Software Engineer - Backend & Infrastructure (f/m/d)
1	 Senior Software Engineer - Machine Learning (f/m/d)
1	Senior Solution Engineer DACH (f/m/d)
1	Social Media Engagement Specialist
1	Solution Engineer
1	Strategic Alliances Manager (f/m/d)
1	Technical Writing Manager (f/m/d)
1	Analytics Engineer  (Berlin)
1	Analytics Engineering (London) 
1	Analytics Engineering (Paris) 
1	Android Engineer  (Berlin)
1	Android Engineer (London)
1	Android Engineer (Paris)
1	Associate - Executive Office
1	Backend Engineer (Berlin)
1	Backend Engineer (Haskell)
1	Backend Engineer (London)
1	Backend Engineer (Paris)
1	Brand Strategy Intern
1	Cloud Platform Tech Lead
1	Counterparty Relationship Manager
1	Country Manager Netherlands
1	Database Platform Tech Lead
1	Data Scientist – Berlin
1	Graduate Backend Engineering Programme - Paris 
1	Influencer Marketing Intern - French Speaker
1	Intern - Executive Office
1	Intern Influencer & Affiliate Marketing
1	Intern Influencer & Affiliate Marketing - Spanish Speaker
1	Intern/Working Student - Social Media & Community Management
1	iOS Engineer (Berlin) 
1	iOS Engineer (London)
1	iOS Engineer (Paris) 
1	Kubernetes Platform Tech Lead
1	Legal Counsel - Regulatory & Product
1	Legal Working Student
1	Market Operations Associate
1	Mobile Test Automation Specialist (Berlin/London/Paris)
1	Observability Tech Lead
1	Operations Associate (Localization)
1	Paid Social & Search Manager
1	Paralegal / Legal (Project) Assistant / Rechtsanwaltsfachangestellte (m/w/d)
1	People Operations Associate
1	Process Operations Analyst/Associate
1	Process Operations Associate (AFC)
1	Process Operations Associate - Customer Resolution
1	Product Growth Manager
1	(Senior) Anti-Financial Crime Manager
1	Senior Financial Accountant
1	Senior IT Security Engineer
1	Senior IT Systems Engineer 
1	Senior Kafka Platform Engineer
1	Senior PostgreSQL Platform Engineer
1	Senior Security Engineer  - Application Security 
1	Senior Security Engineer - Purple Teaming 
1	Senior Technical Product Manager
1	Senior Technical Product Manager - Banking infra
1	Settlement Operations SME
1	Tax Manager - International Product Taxes
1	Tax Manager - Product Taxes - Germany 
1	Tax Transformation & Operations Intern / Working Student
1	Treasury Manager 
1	Web - London
1	Working Student – Corporate IT & Operations (m/f/d)
1	AFC Associate - SAR Delegate (déclarant Tracfin)
1	AFC Senior Associate / SAR Delegate (déclarant and correspondant Tracfin)
1	Audit Operations Senior Manager
1	Banking Operations Analyst - French speaker
1	Complaints Process Manager (German Market)
1	Counterparty Credit Risk Analyst
1	Director of Marketing [Paid]
1	Growth Marketing Manager (Germany) - Affiliate/Influencer Marketing 
1	Head of Data Science - Generative AI
1	ICT GRC - ICT Compliance Manager
1	ICT GRC – ICT Governance Manager
1	ICT GRC - Risk & Compliance Manager (fluent German required)
1	ICT GRC - Senior IT Governance Associate
1	IT Audit Manager
1	Operations Manager - Complaints Management (German Market)
1	Operations Manager - Complaints Management  (Germany) - Relocation to Madrid
1	Product Compliance Analyst
1	Product Manager - Data Governance & Analytics Engineering
1	Regulatory Reporting Manager (German fluent, remote contract in Germany or Spain)
1	Risk Controlling Manager, Liquidity Risk (ILAAP)
1	Senior Agile Solutions Analyst
1	Senior Business Audit Manager
1	Senior Cloud Security Engineer 
1	Senior Finance Tech Specialist
1	Senior Full-Stack Security Automation Engineer
1	Senior Legal Counsel Banking Law
1	Senior Manager Risk - ICAAP / ILAAP (Pillar 1)
1	(Senior) Product Manager - Onboarding & KYC
1	Senior Product Manager - Payments Platform (Backend)
1	Senior Product Manager - Runtime Platform
1	Strategy & Operations Manager - Payments
1	WFM Forecasting Expert
1	3PP Specialist
1	AML Ops Analyst
1	Analista de Operaciones AML- Delitos Financieros 
1	Analista de Servicio al Cliente 
1	Atención de Autoridades (SITI AA) - Regulatory Solutions Analyst 
1	Compliance Specialist 
1	Corporate Development - Bay Area
1	Customer Excellence Manager 
1	Customer Excellence Supervisor 
1	Design Director
1	Enterprise Risk Management 
1	Finance Data Analyst
1	Finance Data Specialist
1	Global Marketing Expert 
1	Growth & Promotional Marketing Specialist
1	Investment Products Specialist - Funds Distribution
1	 KYC Ops Analyst  
1	Lead Machine Learning Engineer / Applied AI Scientist
1	Lead Software Engineer – Bogotá, Colombia (Hybrid)
1	Lead Software Engineer – Buenos Aires, Argentina (Hybrid)
1	Lead Software Engineer - Mexico
1	Lead/Staff Business Analyst
1	Lead/Staff Machine Learning Engineer
1	Lead Systems Engineer 
1	Machine Learning Engineer Manager (AI Platform)
1	Marketing Senior Expert (Campaigns Lead)
1	Media Analyst 
1	Model Risk Specialist
1	Operational Risk Senior Specialist
1	Operational Risk Specialist
1	Operational Risk Specialist 
1	Pessoa Engenheira de Software - exclusiva para Pessoas com Deficiência
1	
1	Pessoa Engenheira de Software Sênior - exclusiva para Pessoas com Deficiência
1	Procurement Specialist
1	Product Marketing Lead 
1	Product Operations Manager III
1	Quantitative Specialist — Portfolio Solutions, Nu Asset
1	Regulatory Compliance Specialist
1	 Regulatory Solutions Analyst -  Judicial Orders 
1	Regulatory Solutions Analyst UNE 
1	Regulatory Solutions Supervisor - AML / CFT OPs
1	Retail Credit Risk Specialist
1	Senior Cyber & IT Risk 
1	Senior Marketing Lead (Partnerships & Field Activation)
1	Senior Network Engineer - Connectivity
1	Senior Product Designer 
1	Senior Product Operations, Fraud 
1	Senior Software Engineer – Mexico City, Mexico (Hybrid)
1	Senior Staff Recruiter
1	Senior Systems Engineer (Service Provisioning)
1	Software Engineer (Crypto - SV) - US - 2026
1	SOx IT Specialist
1	Staff Machine Learning Engineer
1	Staff Software Engineer – Bogotá, Colombia (Hybrid)
1	Staff Software Engineer – Buenos Aires, Argentina (Hybrid)
1	Staff Software Engineer | Crypto
1	Staff Software Engineer - Mexico
1	Systems Engineer - Computing Squad
1	Tax Specialist
1	Technical Lead Product Designer - Crypto
1	Accounting Manager
1	Banking Relationship Manager
1	Brex Rotational Program
1	Business Recruiter (12-month Contract)
1	Compliance Manager, Marketing
1	Data Analyst II
1	Data Analyst III
1	Director, Client Sales
1	Director, Collections
1	Director of Product, Growth/AI
1	Director, Organic Growth & Discoverability
1	Director Product Management, Banking + AP
1	Enterprise Account Executive I, Embedded Finance
1	Enterprise Implementation Consultant
1	Executive Assistant to CRO & CBO
1	Finance Associate 
1	Finance Manager, Commissions
1	Financial Reporting Manager
1	Group Product Manager
1	Manager, Account Management
1	 Mid-Market Client Sales Executive
1	Mid-Market Client Sales Executive
1	Product and Regulatory Counsel
1	Product Marketing Lead, Startups
1	Relationship Manager
1	Sales Enablement Lead
1	Sales Enablement Specialist
1	Sales Manager, Commercial
1	Scaled Customer Success Manager
1	Screening and TM Associate
1	Senior Client Sales Executive
1	Senior Client Sales Executive 
1	Senior Design Recruiter
1	Senior Executive Recruiter 
1	Senior Manager, Mid Market Sales
1	Senior Marketing Operations Manager, B2B Sales
1	Senior Marketing Operations Manager, Product-Led Growth
1	Solutions Consultant
1	Staff Brand Designer
1	Staff Brand Designer, Interactive
1	Staff Economist
1	Staff Product Manager, Growth
1	Startups Ambassador
1	Support Specialist
1	Allround Monteur - Warehouse (v/m/x)
1	Anlagenbetreuer (all genders)
1	Anlagentechniker (all genders)
1	Area Manager 1, Production
1	Area Manager I - Fulfillment
1	Area Manager I, Sous Chef
1	Area Manager I, Warehouse
1	Area Manager, Sanitation
1	Area Manager, Sous Chef
1	Area Manager, Warehouse
1	Asset Protection Specialist 
1	Assistant Qualité Opérationnel (H/F/N)
1	Associate Category Manager, Strategy Sourcing
1	Associate Director, Cloud FinOps Manager
1	Associate Director,  Cloud FinOps Manager (m/f/x)
1	Associate Director, Creator Partnerships - Factor
1	Associate Director, HR Business Partner
1	Associate Director of Retail Media Operations & Inventory (all genders)
1	Associate, Human Resources
1	Associate Manager, CRM
1	Associate Quality Manager
1	Automation Engineer
1	Automation Engineer (all genders)
1	Automatisierungsingenieur (all genders)
1	Automatisierungstechniker (all genders)
1	Backend Engineer, Growth Alliance(m/f/d)
1	Betriebshofmitarbeiter (all genders)
1	Business Development Manager
1	[CA DC FACTOR] Office Administrator
1	Category Manager, Strategic Procurement, Packaging
1	Chief Marketing Officer - DACH 
1	Cloud Security Engineer  
1	Commercial Finance Manager
1	Commercial Product Analyst (all genders)
1	Community Associate (Project Based - WFH)
1	Construction Manager
1	Content Strategist 
1	Contrôleur qualité Matières premières (H/F/N)
1	Control Systems Technician 
1	Coordinator, Affiliate Marketing
1	Creative Operations Manager
1	Culinary Intern - Factor (all genders)
1	Culinary Operations Associate (6 month contract)
1	Customer Care Specialist - Dutch Bilingual (Philippine-based Candidates)
1	Customer Care Specialist - French Bilingual
1	Customer Care Specialist - SURI (Project based - WFH)
1	Customer Support Specialist - German Bilingual
1	[DACH MAG] Continuous Improvement Specialist (all genders)
1	[DACH MAG] Operational Excellence Engineer (all genders)
1	Data Engineer, Global Data Products
1	Data Management Associate - International
1	DC Senior Supply Chain Manager (H/F/X)
1	Delivery Operations Business Analyst Intern France et Benelux(M/F/X)
1	Digital Designer
1	Director, ATL Media & Connections Planning
1	Director, Employment Counsel
1	Director, Influencer Marketing
1	Director of X-Channel - Performance Marketing 
1	Disponent Zustelllogistik (all genders)
1	Distribution and Transport Planning Manager
1	Downstream Operations Manager (f/m/x)
1	Elektroniker für Betriebstechnik (all genders)
1	Engineering Manager, Conversions Tech (all genders)
1	Environmental Health and Safety Expert (all genders)
1	Executive Sous Chef
1	Fachkraft für Arbeitssicherheit (all genders)
1	Fachkraft Hoflogistik (all genders)
1	Facilities & Maintenance Manager
1	Facilities & Maintenance Manager (all genders)
1	Field Talent Community
1	Finance Director, HelloFresh Holding (all genders)
1	Food Safety and Quality Specialist
1	Food Safety & Quality Associate 
1	Food Safety Specialist
1	Freelance Translation Support – English to French (f/m/x)
1	FSQA Manager (M/F/X)
1	FSQA Supervisor
1	FSQA Technologist
1	Fulfillment Operations Specialist
1	Gebäudetechniker (all genders)
1	Google IT Support Engineer
1	Growth Analytics Manager, Factor US
1	Growth Marketeer
1	Growth Strategy Data Analyst - Intern (M/F/N)
1	Head of Analytics & Performance (M/F/X)
1	Head of Green Chef
1	Health and Safety Advisor
1	[HELLOCONNECT] Client Solutions & Onboarding Manager
1	[HelloConnect] Product Data Analyst (SQL/Python)
1	[HELLOCONNECT] Product Operations Shared Services Center Leader
1	[HELLOCONNECT] Purchasing Coordinator
1	[HELLOCONNECT] Purchasing Coordinator (US)
1	[HELLOCONNECT] Sustainability Coordinator
1	[HELLOCONNECT] Talent Acquisition Shared Services Associate - CA
1	[HELLOCONNECT] Team Leader, HR Data Management - US
1	Hoflogistiker (all genders)
1	Home Delivery Coordinator
1	HSE Manager Logistik (all genders)
1	HSE Specialist (M/F/X)
1	Ice Machine Operative - Nights
1	Ice Production Lead
1	ICT Business Analyst (Demand Systems)
1	Inbound/Outbound Operative - Days
1	Inbound/ Outbound Operative - Nights
1	Instandhaltungstechniker (all genders)
1	Interim HR Specialist (f/m/x)
1	Interim Marketing Analyst (f/m/x)
1	International People Shared Services Associate
1	Invoice Reconciliation Coordinator
1	ISQA Stock Controller - Days
1	IT Procurement Coordinator (Buyer) - Project Based
1	Jambuster (all genders)
1	Jam Busters (MHE Operative) - Nights
1	Junior Business Intelligence Analyst
1	Junior Cook / Koch (All Genders)
1	Junior Delivery Operations Specialist (M/F/X)
1	Junior FSQA Manager
1	 Junior IT Financial Operations Analyst 
1	Junior Maintenance Planner
1	Junior Supply Chain Coordinator
1	Junior Supply Chain Planner (f/m/x)
1	Labor & Employment Counsel
1	Lead Compensation Business Partner (x/f/m)
1	Lead New Social Platforms & Growth Channels (x/f/m)
1	Lead Product Manager, Growth
1	Lead Product Operations (all genders)
1	Legal Counsel (16 Month Contract)
1	Logistics Analyst
1	Logistics Transport Planner
1	Logistieke Hub Manager Gent (v/m/x)
1	Machine Operator
1	Maintenance Fitter
1	Maintenance Planner/Scheduler 
1	Maintenance Technician (all genders)
1	Maintenance Technician I
1	Maintenance Technician I 
1	Maintenance Technician II
1	Maintenance Technician III
1	Maintenance Technician III 
1	Manager Arbeitssicherheit Logistik (all genders)
1	 Manager, ATL Media Strategy & Planning
1	Manager, Cost Performance
1	Manager, Customer Experience (Good Chop)
1	Manager, Health and Safety
1	Manager, Health & Safety
1	Manager Int'l FSQA Quality Surveillance (all genders)
1	Manager, Inventory Accounting
1	Manager, Product (Menu) Operations
1	Manager, Purchasing
1	Manager, Sanitation
1	Marketing Manager, Paid Search
1	Market Supply Planner
1	Maschinen- und Anlagenführer (all genders)
1	Material Coordinator 
1	Material Planning Controller - Days
1	Material Planning Controller - Nights
1	Mechatroniker Instandhaltung (all genders)
1	Medior International FSQA Manager (All Genders)
1	MHE Operative - Jam Buster
1	Mitarbeiter Betriebshof Logistik (all genders)
1	Multi Skilled Engineer
1	Multi Skilled Maintenance Engineer
1	Network Design Analyst
1	New Ingredient Project Manager (Maternity Cover) (all genders)
1	Office Administrator
1	Operational Buyer (6 months contract)
1	Operations Shift Lead – Production (all genders)
1	Operations Trainer 
1	Outbound Sales / Business Development Lead
1	People Advisor - Operations
1	People Shared Services Associate (Administrator)
1	Pick & Pack
1	Pit Operator
1	Pit Operator 
1	Post Production Manager Mid-level (All Genders)
1	Pre-Op Hygiene Supervisor - Night Shift
1	Process Workers
1	Product Analyst (All Genders)
1	Production Associate
1	Production Cook
1	Production Planner
1	Production Shift Lead (all genders)
1	Production Shift Supervisor (all genders)
1	Production Team Leader
1	Product Operations Specialist (12 months contract)
1	Product Optimisation Specialist 
1	Product Strategy Manager
1	Product Validation Technologist II
1	PT Sorter
1	QA Technologist 
1	Quality and Training Officer
1	Quality Control Associate
1	Quality Control Officer
1	Rangiermitarbeiter (all genders)
1	Recipe Developer - Green Chef
1	Refrigeration Technician 
1	Reliability Engineer
1	Reliability Lead (all genders)
1	Reliability Supervisor (all genders)
1	Safety Coordinator 
1	Sales Representative 
1	Sales Representative (2 months Project based - WFH)
1	Sales Representatives
1	Sales Tax Analyst
1	Sanitation Associate
1	Sanitation Associate 
1	Sanitation Manager 
1	Sanitation Supervisor
1	Schichtleiter Haustechnik (all genders)
1	Schichtleiter Instandhaltung (all genders)
1	Schichtleiter Maintenance (all genders)
1	Schichtleiter vorbeugende Instandhaltung (all genders)
1	Schichtleiter Warehouse Operations (all genders)
1	Schichtleitung Produktion (all genders)
1	Security Engineer (Detection & Response) 
1	Senior Associate, Affiliate Marketing
1	Senior Backend Engineer, Active Journey Alliance 
1	Senior Backend Engineer, Deliveries and Orders
1	Senior Backend Engineer, Deliveries & Orders (f/m/x)
1	Senior Backend Engineer, Finance Tech
1	Senior Backend Engineer, Food Systems (all genders) 
1	Senior Backend Engineer, Growth Alliance
1	Senior Backend Engineer, Growth Alliance (f/m/x) 
1	Senior Backend Engineer, Menu Personalization 
1	Senior Backend Engineer, Operations (f/m/x)
1	Senior Backend Engineer - Plans Squad (f/m/x)
1	Senior Brand Creative Manager
1	Senior Creative Strategist 
1	Senior Creative Strategy Manager (Performance Marketing)
1	Senior CRM Strategy Manager - Reactivations (all genders)
1	Senior Data Engineer, Menu Personalization 
1	Senior Data Scientist, AdTech Tribe, Growth Alliance (f/m/x)
1	Senior Data Scientist, Growth Alliance (m/f/d)
1	Senior Data Scientist, Risk and Fraud Management, Growth Alliance
1	Senior Demand Planner
1	Senior Demand Planning Analyst
1	Senior Design and MEP Manager (all genders)
1	Senior Finance Analyst
1	Senior Frontend Engineer, Consumer Alliance (all genders) 
1	Senior Frontend Engineer, Consumer Alliance (f/m/x) 
1	Senior Fulfilment Manager
1	Senior GRC Analyst (m,f,x)
1	(Senior) Growth Marketing Manager (all genders)
1	Senior Localization Program Manager 
1	Senior Logistics Manager (Transport Planning)
1	Senior Machine Learning Engineer, Growth
1	 Senior Manager of Performance Creative Strategy 
1	Senior Manager, Operational Excellence
1	Senior Manager Price & Discount Strategy (x/f/m)
1	Senior Marketing Analyst
1	Senior Marketing Data Analyst
1	(Senior) Marketing Manager (all genders)
1	 Senior Marketing Manager, Virality (all genders)
1	Senior Product Analyst
1	Senior Production Manager
1	Senior Product Manager II, Personalisation & Data
1	Senior Product Marketing Manager (all genders) 
1	Senior React Native Engineer, Consumer Alliance
1	Senior Safety Officer
1	Senior Strategy Manager
1	Senior Transport Planning Manager
1	Senior Warehouse and Distribution Manager
1	Shipping Associate 
1	Sourcing Strategy Manager
1	Sous Chef
1	Sr. Category Manager - Indirect Procurement CapEx (all genders)
1	Sr. Demand Planning Analyst (f/m/x)
1	Staff Backend Engineer, Plans Squad (f/m/x)
1	Staff Engineer, Intelligent Platforms
1	Staff Marketing Analyst (all genders)
1	Staff Product Analyst, Growth 
1	Staff Product Manager, Growth 
1	Staff Security Engineer (m,f,x)
1	Staff Tech Business Operations Manager
1	Strategic CRM Marketing Lead (all genders)
1	Supply Chain Development Planner
1	Sustainability Manager
1	Talent Acquisition Coordinator - International
1	Teamleiter Instandhaltung – Schichtbetrieb (all genders)
1	Teamleiter Lagerlogistik (all genders)
1	Technischer Produktionsmitarbeiter (all genders)
1	Technischer Schichtleiter Produktion (all genders)
1	Transport Assistant
1	Transport Assistant - Nights 
1	Transport Planner - Home Delivery
1	Transport Yard Operator (all genders)
1	[US DC] 3PL FSQ Manager
1	[US-DC] Area Manager
1	[US-DC] Area Manager II
1	[US-DC] Area Manager I, Production
1	[US-DC] Area Manager I, Quality
1	[US DC] Area Manager, Sanitation
1	[US DC] Associate Maintenance Manager
1	[US-DC] Director, Fulfillment
1	[US DC] FSQ Associate Manager
1	[US DC] Labor Planning Associate
1	[US DC] Machine Operator
1	[US HFDN] PT Sorter
1	[US-HQ] Retail Product Development Manager
1	US People Shared Services Associate
1	Warehouse Associate
1	Warehouse Associate II
1	Warehouse Manager (f/m/x)
1	Warehouse Supervisor
1	Warehouse Team Leader
1	Wartungstechniker (all genders)
1	Waste Team Leader
1	Workplace Operations Associate
1	Yard Marshall (all genders)
1	Account Executive, AI Sales
1	Account Executive, Commercial (Hunter)
1	Account Executive, Cross Border China
1	Account Executive, Enterprise - Billing (Existing Business)
1	Account Executive - Enterprise Germany
1	Account Executive, Enterprise (Hunter)
1	Account Executive, Enterprise (Hunter), Japan
1	Account Executive,Iberia, Enterprise 
1	Account Executive (New Business - Portuguese Market)
1	Account Executive, Platforms (Existing Business)
1	Account Executive, Platforms (French Speaking)
1	Account Executive, Platforms (Hunter)
1	Account Executive, Platforms (Italian Speaking) - Grower
1	Account Executive, Product - Buy Now Pay Later
1	Account Executive, Product Sales, Billing
1	Account Executive, Product Sales - Capital
1	Account Executive, Product Sales - Payouts
1	Account Executive, Product Sales (Tax)
1	Account Executive, SMB (Grower)
1	Account Executive, SMB (Hunter)
1	Account Executive, SMB - New Business
1	Account Executive, Startup Platforms 
1	Account Executive, Startups - Core Grower
1	Account Executive, Startups (Existing Business) 
1	Account Executive - Startups, India
1	Account Executive, Velocity Hunter (Iberia)
1	Account Executive, Velocity Platforms (Grower)
1	Accounting Technical Solutions Lead
1	Accounts Receivable Analyst
1	Accounts Receivable Analyst - Service Strategy Enablement
1	Accounts Receivable Manager
1	Administrative Coordinator
1	AEO/GEO Marketing Manager
1	AI Specialist, Treasury Finance Operations
1	Analyst, Product Pricing
1	Analytics Engineer
1	Android Engineer, Terminal
1	Android Engineer, Terminal Developer Productivity
1	Android Engineer, Terminal Global Payments
1	Android Engineer, Terminal OS Platform
1	APAC Executive Marketing
1	Art Director 
1	Assistant Project Manager, Capital Projects
1	AV Builds and Operations
1	Backend/API Engineer, Money as a Service
1	Backend Engineer/API, Payments and Risk
1	Backend Engineer, Billing/Tax
1	Backend Engineer, Expansion
1	Backend Engineer, Forward Deployed Engineering
1	Backend Engineer, Payments and Risk
1	Backend Engineer, Privy
1	Brand Designer, Privy
1	Brand Partnerships & Strategy Lead
1	Bridge - Operations Associate 
1	Business Development Manager, Agentic Commerce
1	Business Development Manager, Training & Certification
1	Campaign Operations Manager
1	Chief Operating Officer (COO) & Deputy Trust Officer, Bridge
1	Cloud Security Engineer
1	CoE Data & Insights
1	Collections Specialist
1	Commercial Counsel,APAC
1	Commercial Solutions Program Manager
1	Compensation Business Partner, Core
1	Consumer Operations Associate
1	Consumer Product Marketing Lead, Link
1	Content Marketing Lead, Bridge
1	Contracting Operations Specialist
1	Corporate Accounting
1	Corporate Communications
1	Corporate Events Manager, Expo
1	Creative Technologist Brand Designer, Labs
1	Credit Operations Analyst, Risk Operations
1	Credit Risk Analyst, North American Underwriter
1	Credit Risk Operations Associate (CDMX)
1	Credit Risk Strategist, Risk Foundations
1	Credit Risk Strategy Manager
1	Crypto Product Accounting
1	Customer Funds Reconciliation and Safeguarding Specialist, Luxembourg
1	Customer Success Manager, Enterprise
1	Customer Success Manager (French speaking)
1	Customer Success Manager (German speaking) 
1	Customer Success Manager (Revenue Suite)
1	Customer Success Manager (Spanish speaking)
1	Data Analyst,  Financial Enablement
1	Data Analyst, Payments Performance
1	Data - Regulatory Reporting, Luxembourg
1	Data Science Manager
1	Data Science Manager, Growth
1	Data Science Manager, Risk
1	Deal Pricing
1	Design Program Manager, AI
1	EMEA Executive Experiences Lead
1	EMEA IT Helpdesk Manager
1	EMEA Regulatory Counsel
1	Employee Compensation and Benefits Tax Lead
1	Employee Relations Partner
1	Engagement Manager
1	Engagement Manager, AUNZ
1	Engineering Manager, Agent Experience
1	Engineering Manager, APAC & EMEA Cards
1	Engineering Manager, Connect
1	Engineering Manager, Core Events
1	Engineering Manager - Core Performance
1	Engineering Manager, Cost Optimization
1	Engineering Manager, Data Orchestration Platform
1	Engineering Manager - Fraud Risk 
1	Engineering Manager, LATAM Payments Experiences
1	Engineering Manager, Managed Payments
1	Engineering Manager - Operations Infrastructure  
1	Engineering Manager, Operator Tooling
1	Engineering Manager - Payments
1	Engineering Manager, Payments API
1	Engineering Manager, Product (Privy)
1	Engineering Manager, Sales Systems
1	Engineering Manager, Streaming Services
1	Enterprise Platforms Sales Manager (Existing Business)
1	Enterprise Product Support Manager
1	Enterprise Risk Management Lead
1	Enterprise Solutions Architecture Manager, AMER
1	EU Market Development, Climate
1	Executive Briefing Manager
1	Finance and Strategy Partner
1	Finance & Strategy Analyst
1	Finance & Strategy - Finance Analytics Analyst
1	Finance & Strategy Lead, Payments Product
1	Finance & Strategy Partner
1	Financial Crimes Operations Manager, Bridge
1	Forward Deployed AI Accelerator, Marketing
1	Forward Deployed Engineer, Privy
1	Fraud Operations Associate SDC
1	Fraud Operations Manager
1	Fraud Operations Team Lead
1	Frontend Engineer, Privy
1	F&S COE Analyst
1	Full Stack Engineer, Developer Experience & Product Platform
1	Full Stack Engineer, Money as a Service
1	Full Stack Engineer, Support Experience
1	Full Stack Engineer, Web Presence and Platform
1	Global Head of Specialist Solutions Architecture, Revenue
1	Global Indirect Tax Compliance
1	Global Partner Marketing Lead, AI
1	Global Payments Experiences Engineering Manager
1	Global People Support - Team Lead
1	GSI Partner Development Lead- EMEA
1	GTM Product Marketing Manager, Money as a Service (MaaS)
1	Head of Central GTM Finance & Strategy 
1	Head of Communications, APAC
1	Head of Connect & Crypto, Finance & Strategy
1	Head of Enterprise Solutions Architecture Platforms
1	Head of Global Network Partnerships
1	Head of Key Accounts - Enterprise
1	Head of Platform Sales, AUNZ
1	Head of Revenue and Growth, Canada
1	Head of Sales - Large Enterprise, Growth
1	Implementation Consultant, Japan
1	Implementation Specialist, GTM Accelerate
1	Indirect Tax Advisory Consultant
1	Indirect Tax (VAT/GST) Advisory Consultant
1	Infrastructure Engineer, Privy
1	Integrated Campaigns Manager, Startups & AI
1	Integration Engineer (AUNZ)
1	Integration Engineer (Client facing) Professional Services 
1	Integration Engineer (Global) 
1	Integration Engineer (US) 
1	Internal Audit Lead, Merchant Acquirer Limited Purpose Bank (MALPB)
1	Internal Audit Lead - Treasury, Finance & Operations
1	International Accounting 
1	International Accounting Lead
1	International Reporting Tax Advisory Consultant
1	IT Governance, Risk & Compliance (GRC) Analyst, Luxembourg
1	Japan Regulatory Compliance & Money Laundering Reporting Officer (RC & MLRO)
1	KYB/KYC Operations Associate, Bridge (CDMX)
1	KYC Operations Associate, India
1	Learning Architect
1	Legal Entity Controller
1	Machine Learning Engineer, Supportability
1	Machine Learning Engineer, Support Experience
1	Manager, Community Operations
1	Manager, Customer Success Management
1	Manager, Global Sanctions 
1	Manager - Legal Entity Controller
1	Manager, Partner Risk Operations
1	Manager, Product Support Operations - Enterprise
1	Manager, Technical Account Management
1	Marketing Manager, SMB and Mid-Market - EMEA
1	Marketing Operations Manager
1	Marketing Operations Manager, Americas
1	Marketing Operations Program Manager, Sold Funnel
1	Marketing Program Manager - Sports Sponsorship
1	Mid-Market Account Executive (Japan)
1	Mid-Market/Small Business Demand Gen Manager, Americas
1	Monetization Operations Analyst
1	Network Solution Lead
1	Network Solution Specialist
1	Operations Associate 
1	Operations Associate, Apprenticeship
1	Operations Associate, Financial Crimes (AML Investigations)
1	Operations Associate, Financial Crimes EDD/PEP
1	Operations Associate, GTM Accelerate (Bangalore)
1	Operations Associate, GTM Onboarding Specialist
1	Operations Associate, New Grad (Mexico)
1	Operations Associate - Product Support Operations (CDMX)
1	Operations Associate, Sanctions
1	Operations Associate, Sanctions (FinCrime)
1	Operations Manager, Enhanced Due Diligence
1	Operations Program Manager, Capital Collections
1	Operations Program Manager, Managed Operations
1	Oracle Fusion apps-Techno functional consultant
1	Paid Digital Marketing Manager
1	Paid Marketing Manager
1	Partner Development Manager
1	Partner Development Manager- Germany
1	Partner Development Manager, Global Networks
1	Partner Development Manager, Netherlands
1	Partner Development Manager, Strategic Partnerships
1	Partner Marketing Lead - AMER
1	Partner Solutions Architect - AMER Communnities
1	Partner Solutions Architect - AWS
1	Partner Solutions Architect - Billing
1	Partner Solutions Architect - Consulting Partners
1	Partner Solutions Architect, Germany
1	Payments Analyst
1	Payments Fraud Investigator
1	Payments Performance Strategist, Network Cost 
1	Payments Performance Strategist, PINless Debit
1	People Consultant
1	PhD Data Scientist, Intern
1	PhD Machine Learning Engineer, Intern
1	Portfolio Pricing Strategist
1	Principal Customer Success Manager, Key Accounts 
1	Principal Security Engineer, Privy
1	Privacy Fellow
1	Processing Cost Accountant
1	Product Accounting Data Insights
1	Product Counsel, Data Products
1	Product Counsel, Terminal
1	Product Designer, Global
1	Product Designer, Issuing
1	Product Designer, Stablecoin
1	Product Designer, Terminal
1	Product Lead, AI
1	Product Manager, Capital
1	Product Manager, Commerce Systems
1	Product Manager, Ecosystem Risk
1	Product Manager, EMEA Payments Lead
1	Product Manager, Growth AI Outreach Motion 
1	Product Manager IC-02
1	Product Manager, Link Consumer Product
1	Product Manager, Payments
1	Product Manager, Risk & Compliance
1	Product Manager, Sail Core
1	Product Manager, Startup Products
1	Product Manager, Stripe Infrastructure
1	Product Manager, Support Experience
1	Product Manager, Support Products - Support Experience
1	Product Manager, Terminal Device Expansion
1	Product Marketing Lead, Fraud and Risk
1	Product Marketing Lead, Stripe Tax and Data
1	Product Marketing Manager, Apps and Ecosystem
1	Product Marketing Manager, Growth
1	Product Marketing Manager, Portfolio Pricing
1	Product Marketing Manager, Pricing
1	Product Marketing Manager, Risk
1	Product Marketing Manager, Stripe Billing
